timestamp,coin,price,volume,sentiment,score,action,confidence,future_price,result
2025-06-06 02:54:57,MIND (Mind of Pepe),0.003099,1389666.57,0,0.069,🤝 Hold,,3.011e-05,LOSE
2025-06-06 02:54:58,WEPE (Wall Street Pepe),3.011e-05,195298.09,0,0.01,🤝 Hold,,103761.0,WIN
2025-06-06 03:16:16,BITCOIN,103761.0,44716242330.0,0,2235.812,SELL 🛑,100.0,2473.97,LOSE
2025-06-06 03:16:17,ETHEREUM,2473.97,29572680302.0,0,1478.634,SELL 🛑,99.92,2.15,LOSE
2025-06-06 03:16:19,RIPPLE,2.15,3065994030.0,0,153.3,SELL 🛑,67.72,147.95,WIN
2025-06-06 03:16:20,SOLANA,147.95,5086735728.0,0,254.337,SELL 🛑,77.37,0.003194,LOSE
2025-06-06 03:16:21,MIND (Mind of Pepe),0.003194,1354773.75,0,0.068,SELL 🛑,50.01,2.961e-05,LOSE
2025-06-06 03:16:22,WEPE (Wall Street Pepe),2.961e-05,197560.63,0,0.01,SELL 🛑,50.0,103709.0,WIN
2025-06-06 03:55:00,BITCOIN,103709.0,44652279768.0,0,2232.614,📉 Strong Sell,,2482.83,LOSE
2025-06-06 03:55:01,ETHEREUM,2482.83,29354894550.0,0,1467.745,📉 Strong Sell,,2.15,LOSE
2025-06-06 03:55:02,RIPPLE,2.15,3050155931.0,0,152.508,👎 Sell,,148.46,WIN
2025-06-06 03:55:04,SOLANA,148.46,5093351918.0,0,254.668,👎 Sell,,0.003091,LOSE
2025-06-06 03:55:05,MIND (Mind of Pepe),0.003091,1321557.9,0,0.066,🤝 Hold,,2.986e-05,LOSE
2025-06-06 03:55:06,WEPE (Wall Street Pepe),2.986e-05,194588.59,0,0.01,🤝 Hold,,103802.0,WIN
2025-06-06 04:16:24,BITCOIN,103802.0,44932505604.0,0,2246.625,SELL 🛑,100.0,2484.13,LOSE
2025-06-06 04:16:26,ETHEREUM,2484.13,29430128381.0,0,1471.506,SELL 🛑,99.92,2.15,LOSE
2025-06-06 04:16:27,RIPPLE,2.15,3063023578.0,0,153.151,SELL 🛑,67.7,148.58,WIN
2025-06-06 04:16:29,SOLANA,148.58,5078566965.0,0,253.928,SELL 🛑,77.33,0.002987,LOSE
2025-06-06 04:16:30,MIND (Mind of Pepe),0.002987,1307281.79,0,0.065,SELL 🛑,50.01,2.989e-05,LOSE
2025-06-06 04:16:31,WEPE (Wall Street Pepe),2.989e-05,189190.95,0,0.009,SELL 🛑,50.0,103979.0,WIN
2025-06-06 04:55:08,BITCOIN,103979.0,45604943222.0,0,2280.247,📉 Strong Sell,,2480.42,LOSE
2025-06-06 04:55:09,ETHEREUM,2480.42,29678588732.0,0,1483.929,📉 Strong Sell,,2.15,LOSE
2025-06-06 04:55:11,RIPPLE,2.15,3091405861.0,0,154.57,👎 Sell,,149.33,WIN
2025-06-06 04:55:12,SOLANA,149.33,5116912543.0,0,255.846,👎 Sell,,0.003095,LOSE
2025-06-06 04:55:13,MIND (Mind of Pepe),0.003095,1265994.98,0,0.063,🤝 Hold,,2.987e-05,LOSE
2025-06-06 04:55:15,WEPE (Wall Street Pepe),2.987e-05,184101.72,0,0.009,🤝 Hold,,104011.0,WIN
2025-06-06 05:16:33,BITCOIN,104011.0,45349120950.0,0,2267.456,SELL 🛑,100.0,2478.82,LOSE
2025-06-06 05:16:34,ETHEREUM,2478.82,29410898130.0,0,1470.545,SELL 🛑,99.92,2.15,LOSE
2025-06-06 05:16:35,RIPPLE,2.15,3100880482.0,0,155.044,SELL 🛑,67.9,149.59,WIN
2025-06-06 05:16:37,SOLANA,149.59,5123023396.0,0,256.151,SELL 🛑,77.52,0.003185,LOSE
2025-06-06 05:16:38,MIND (Mind of Pepe),0.003185,1247566.37,0,0.062,SELL 🛑,50.01,3.06e-05,LOSE
2025-06-06 05:16:39,WEPE (Wall Street Pepe),3.06e-05,193883.88,0,0.01,SELL 🛑,50.0,103943.0,WIN
2025-06-06 05:55:17,BITCOIN,103943.0,46027528409.0,0,2301.376,📉 Strong Sell,,2480.0,LOSE
2025-06-06 05:55:19,ETHEREUM,2480.0,28548269626.0,0,1427.413,📉 Strong Sell,,2.16,LOSE
2025-06-06 05:55:20,RIPPLE,2.16,3132917305.0,0,156.646,👎 Sell,,150.99,WIN
2025-06-06 05:55:22,SOLANA,150.99,5204207148.0,0,260.21,👎 Sell,,0.003137,LOSE
2025-06-06 05:55:23,MIND (Mind of Pepe),0.003137,1245952.24,0,0.062,🤝 Hold,,3.15e-05,LOSE
2025-06-06 05:55:24,WEPE (Wall Street Pepe),3.15e-05,192425.19,0,0.01,🤝 Hold,,104000.0,WIN
2025-06-06 06:16:41,BITCOIN,104000.0,45741563502.0,0,2287.078,SELL 🛑,100.0,2480.6,LOSE
2025-06-06 06:16:43,ETHEREUM,2480.6,29619440047.0,0,1480.972,SELL 🛑,99.92,2.16,LOSE
2025-06-06 06:16:44,RIPPLE,2.16,3121280751.0,0,156.064,SELL 🛑,68.01,151.44,WIN
2025-06-06 06:16:45,SOLANA,151.44,5212260991.0,0,260.613,SELL 🛑,77.9,0.003106,LOSE
2025-06-06 06:16:47,MIND (Mind of Pepe),0.003106,1252115.53,0,0.063,SELL 🛑,50.01,3.176e-05,LOSE
2025-06-06 06:16:48,WEPE (Wall Street Pepe),3.176e-05,191935.71,0,0.01,SELL 🛑,50.0,104330.0,WIN
2025-06-06 06:55:27,BITCOIN,104330.0,46103292410.0,0,2305.165,📉 Strong Sell,,2501.17,LOSE
2025-06-06 06:55:28,ETHEREUM,2501.17,29941411900.0,0,1497.071,📉 Strong Sell,,2.18,LOSE
2025-06-06 06:55:30,RIPPLE,2.18,3517244541.0,0,175.862,👎 Sell,,151.6,WIN
2025-06-06 06:55:31,SOLANA,151.6,4353597710.0,0,217.68,👎 Sell,,0.003051,LOSE
2025-06-06 06:55:33,MIND (Mind of Pepe),0.003051,1233266.53,0,0.062,🤝 Hold,,3.24e-05,LOSE
2025-06-06 06:55:34,WEPE (Wall Street Pepe),3.24e-05,192553.84,0,0.01,🤝 Hold,,104308.0,WIN
2025-06-06 07:16:50,BITCOIN,104308.0,45431719553.0,0,2271.586,SELL 🛑,100.0,2505.84,LOSE
2025-06-06 07:16:51,ETHEREUM,2505.84,29306882661.0,0,1465.344,SELL 🛑,99.92,2.18,LOSE
2025-06-06 07:16:52,RIPPLE,2.18,3157034601.0,0,157.852,SELL 🛑,68.2,151.15,WIN
2025-06-06 07:16:54,SOLANA,151.15,4236170952.0,0,211.809,SELL 🛑,73.57,0.003193,LOSE
2025-06-06 07:16:55,MIND (Mind of Pepe),0.003193,1228662.39,0,0.061,SELL 🛑,50.01,3.217e-05,LOSE
2025-06-06 07:16:56,WEPE (Wall Street Pepe),3.217e-05,193397.13,0,0.01,SELL 🛑,50.0,104727.0,WIN
2025-06-06 07:55:36,BITCOIN,104727.0,44605374200.0,0,2230.269,📉 Strong Sell,,2514.29,LOSE
2025-06-06 07:55:37,ETHEREUM,2514.29,28600498607.0,0,1430.025,📉 Strong Sell,,2.18,LOSE
2025-06-06 07:55:39,RIPPLE,2.18,3127875747.0,0,156.394,👎 Sell,,151.57,WIN
2025-06-06 07:55:41,SOLANA,151.57,4068905033.0,0,203.445,👎 Sell,,0.002848,LOSE
2025-06-06 07:55:43,MIND (Mind of Pepe),0.002848,1219992.37,0,0.061,🤝 Hold,,3.2e-05,LOSE
2025-06-06 07:55:44,WEPE (Wall Street Pepe),3.2e-05,197097.75,0,0.01,🤝 Hold,,104999.0,WIN
2025-06-06 08:16:58,BITCOIN,104999.0,44656704567.0,0,2232.835,SELL 🛑,100.0,2518.87,LOSE
2025-06-06 08:17:00,ETHEREUM,2518.87,28262382140.0,0,1413.119,SELL 🛑,99.89,2.18,LOSE
2025-06-06 08:17:01,RIPPLE,2.18,3136931718.0,0,156.847,SELL 🛑,68.09,151.44,WIN
2025-06-06 08:17:03,SOLANA,151.44,4070455995.0,0,203.523,SELL 🛑,72.78,0.002839,LOSE
2025-06-06 08:17:04,MIND (Mind of Pepe),0.002839,1221260.22,0,0.061,SELL 🛑,50.01,3.193e-05,LOSE
2025-06-06 08:17:06,WEPE (Wall Street Pepe),3.193e-05,196015.73,0,0.01,SELL 🛑,50.0,105036.0,WIN
2025-06-06 08:55:46,BITCOIN,105036.0,45372861832.0,0,2268.643,📉 Strong Sell,,2508.42,LOSE
2025-06-06 08:55:47,ETHEREUM,2508.42,28649818118.0,0,1432.491,📉 Strong Sell,,2.18,LOSE
2025-06-06 08:55:49,RIPPLE,2.18,3138539657.0,0,156.927,👎 Sell,,151.18,WIN
2025-06-06 08:55:50,SOLANA,151.18,4902370818.0,0,245.119,👎 Sell,,0.00284,LOSE
2025-06-06 08:55:51,MIND (Mind of Pepe),0.00284,1193749.63,0,0.06,🤝 Hold,,3.185e-05,LOSE
2025-06-06 08:55:52,WEPE (Wall Street Pepe),3.185e-05,209123.53,0,0.01,🤝 Hold,,105092.0,WIN
2025-06-06 09:17:08,BITCOIN,105092.0,41348379236.0,0,2067.419,SELL 🛑,100.0,2510.09,LOSE
2025-06-06 09:17:09,ETHEREUM,2510.09,28623078334.0,0,1431.154,SELL 🛑,99.9,2.18,LOSE
2025-06-06 09:17:11,RIPPLE,2.18,3136195952.0,0,156.81,SELL 🛑,68.09,151.24,WIN
2025-06-06 09:17:12,SOLANA,151.24,4913116644.0,0,245.656,SELL 🛑,76.63,0.0028,LOSE
2025-06-06 09:17:13,MIND (Mind of Pepe),0.0028,1136286.25,0,0.057,SELL 🛑,50.01,3.203e-05,LOSE
2025-06-06 09:17:14,WEPE (Wall Street Pepe),3.203e-05,198415.01,0,0.01,SELL 🛑,50.0,105047.0,WIN
2025-06-06 09:55:55,BITCOIN,105047.0,44835551851.0,0,2241.778,📉 Strong Sell,,2506.82,LOSE
2025-06-06 09:55:56,ETHEREUM,2506.82,28136171544.0,0,1406.809,📉 Strong Sell,,2.18,LOSE
2025-06-06 09:55:57,RIPPLE,2.18,3131394810.0,0,156.57,👎 Sell,,150.82,WIN
2025-06-06 09:55:59,SOLANA,150.82,4787271435.0,0,239.364,👎 Sell,,0.002869,LOSE
2025-06-06 09:56:00,MIND (Mind of Pepe),0.002869,970383.92,0,0.049,🤝 Hold,,3.22e-05,LOSE
2025-06-06 09:56:01,WEPE (Wall Street Pepe),3.22e-05,185021.97,0,0.009,🤝 Hold,,104633.0,WIN
2025-06-06 10:17:17,BITCOIN,104633.0,44150574451.0,0,2207.529,SELL 🛑,100.0,2496.39,LOSE
2025-06-06 10:17:18,ETHEREUM,2496.39,27884818076.0,0,1394.241,SELL 🛑,99.88,2.17,LOSE
2025-06-06 10:17:20,RIPPLE,2.17,3111586187.0,0,155.579,SELL 🛑,67.96,150.11,WIN
2025-06-06 10:17:22,SOLANA,150.11,4719260330.0,0,235.963,SELL 🛑,75.78,0.002791,LOSE
2025-06-06 10:17:24,MIND (Mind of Pepe),0.002791,946117.89,0,0.047,SELL 🛑,50.01,3.195e-05,LOSE
2025-06-06 10:17:25,WEPE (Wall Street Pepe),3.195e-05,185043.48,0,0.009,SELL 🛑,50.0,104677.0,WIN
2025-06-06 10:56:03,BITCOIN,104677.0,44032890149.0,0,2201.645,📉 Strong Sell,,2491.88,LOSE
2025-06-06 10:56:04,ETHEREUM,2491.88,27853724641.0,0,1392.686,📉 Strong Sell,,2.17,LOSE
2025-06-06 10:56:06,RIPPLE,2.17,3101030109.0,0,155.052,👎 Sell,,149.68,WIN
2025-06-06 10:56:08,SOLANA,149.68,4709793780.0,0,235.49,👎 Sell,,0.002627,LOSE
2025-06-06 10:56:09,MIND (Mind of Pepe),0.002627,871874.92,0,0.044,🤝 Hold,,3.21e-05,LOSE
2025-06-06 10:56:10,WEPE (Wall Street Pepe),3.21e-05,184095.96,0,0.009,🤝 Hold,,104764.0,WIN
2025-06-06 11:17:28,BITCOIN,104764.0,43594688760.0,0,2179.734,SELL 🛑,100.0,2496.83,LOSE
2025-06-06 11:17:30,ETHEREUM,2496.83,27896721763.0,0,1394.836,SELL 🛑,99.88,2.17,LOSE
2025-06-06 11:17:31,RIPPLE,2.17,3111923356.0,0,155.596,SELL 🛑,67.96,149.89,WIN
2025-06-06 11:17:33,SOLANA,149.89,4687874115.0,0,234.394,SELL 🛑,75.64,0.002624,LOSE
2025-06-06 11:17:34,MIND (Mind of Pepe),0.002624,877224.93,0,0.044,SELL 🛑,50.01,3.166e-05,LOSE
2025-06-06 11:17:35,WEPE (Wall Street Pepe),3.166e-05,187129.65,0,0.009,SELL 🛑,50.0,104621.0,WIN
2025-06-06 11:56:12,BITCOIN,104621.0,42520452585.0,0,2126.023,📉 Strong Sell,,2495.51,LOSE
2025-06-06 11:56:14,ETHEREUM,2495.51,27505706879.0,0,1375.285,📉 Strong Sell,,2.17,LOSE
2025-06-06 11:56:15,RIPPLE,2.17,3065716134.0,0,153.286,👎 Sell,,148.86,WIN
2025-06-06 11:56:17,SOLANA,148.86,4640029712.0,0,232.001,👎 Sell,,0.002597,LOSE
2025-06-06 11:56:18,MIND (Mind of Pepe),0.002597,853817.48,0,0.043,🤝 Hold,,3.148e-05,LOSE
2025-06-06 11:56:19,WEPE (Wall Street Pepe),3.148e-05,188144.74,0,0.009,🤝 Hold,,,LOSE
2025-06-06 12:17:37,BITCOIN,104568,41860047887,0,2093.002,SELL 🛑,99.86,,
2025-06-06 12:17:39,ETHEREUM,2497.62,27400021031,0,1370.001,SELL 🛑,98.66,,
2025-06-06 12:17:40,RIPPLE,2.17,3046873549,0,152.344,SELL 🛑,61.73,,
2025-06-06 12:17:42,SOLANA,149.12,4598886006,0,229.944,SELL 🛑,67.3,,
2025-06-06 12:17:43,MIND (Mind of Pepe),0.002636,846421.36,0,0.042,SELL 🛑,50.0,,
2025-06-06 12:17:44,WEPE (Wall Street Pepe),3.155e-05,188112.73,0,0.009,SELL 🛑,50.0,,
2025-06-06 12:56:21,BITCOIN,104265,39697835765,0,1984.892,📉 Strong Sell,,
2025-06-06 12:56:23,ETHEREUM,2491.14,25942948395,0,1297.147,📉 Strong Sell,,
2025-06-06 12:56:25,RIPPLE,2.17,2813385558,0,140.669,🤝 Hold,,
2025-06-06 12:56:26,SOLANA,149.28,4223067704,0,211.153,👎 Sell,,
2025-06-06 12:56:27,MIND (Mind of Pepe),0.002682,801319.73,0,0.04,🤝 Hold,,
2025-06-06 12:56:28,WEPE (Wall Street Pepe),3.155e-05,187870.26,0,0.009,🤝 Hold,,
2025-06-06 13:17:46,BITCOIN,104339,38693007491,0,1934.65,SELL 🛑,99.77,,
2025-06-06 13:17:47,ETHEREUM,2490.41,25267165679,0,1263.358,SELL 🛑,98.14,,
2025-06-06 13:17:49,RIPPLE,2.18,2759259745,0,137.963,SELL 🛑,60.66,,
2025-06-06 13:17:51,SOLANA,149.26,4052340433,0,202.617,SELL 🛑,65.38,,
2025-06-06 13:17:55,MIND (Mind of Pepe),0.002694,778179.3,0,0.039,SELL 🛑,50.0,,
2025-06-06 13:17:57,WEPE (Wall Street Pepe),3.156e-05,188316.98,0,0.009,SELL 🛑,50.0,,
2025-06-06 13:56:31,BITCOIN,104502,36211316748,0,1810.566,📉 Strong Sell,,
2025-06-06 13:56:32,ETHEREUM,2499.71,23033925741,0,1151.696,📉 Strong Sell,,
2025-06-06 13:56:34,RIPPLE,2.18,2453364915,0,122.668,🤝 Hold,,
2025-06-06 13:56:36,SOLANA,149.67,3654423251,0,182.721,🤝 Hold,,
2025-06-06 13:56:37,MIND (Mind of Pepe),0.002915,799543.21,0,0.04,🤝 Hold,,
2025-06-06 13:56:39,WEPE (Wall Street Pepe),3.172e-05,186676.73,0,0.009,🤝 Hold,,
2025-06-06 14:17:59,BITCOIN,104438,34199910317,0,1709.996,SELL 🛑,99.54,,
2025-06-06 14:18:00,ETHEREUM,2495.62,21571491967,0,1078.575,SELL 🛑,96.72,,
2025-06-06 14:18:02,RIPPLE,2.17,2296432750,0,114.822,SELL 🛑,58.91,,
2025-06-06 14:18:03,SOLANA,149.45,3465026404,0,173.251,SELL 🛑,63.27,,
2025-06-06 14:18:05,MIND (Mind of Pepe),0.002871,796484.49,0,0.04,SELL 🛑,50.0,,
2025-06-06 14:18:06,WEPE (Wall Street Pepe),3.162e-05,149410.15,0,0.007,SELL 🛑,50.0,,
2025-06-06 14:56:41,BITCOIN,104473,32377827863,0,1618.891,📉 Strong Sell,,
2025-06-06 14:56:43,ETHEREUM,2496.05,20039085271,0,1001.954,📉 Strong Sell,,
2025-06-06 14:56:44,RIPPLE,2.18,2081855462,0,104.093,🤝 Hold,,
2025-06-06 14:56:45,SOLANA,149.46,3270790803,0,163.54,🤝 Hold,,
2025-06-06 14:56:47,MIND (Mind of Pepe),0.002796,770969.66,0,0.039,🤝 Hold,,
2025-06-06 14:56:48,WEPE (Wall Street Pepe),3.17e-05,144462.48,0,0.007,🤝 Hold,,
2025-06-06 15:18:08,BITCOIN,104374,31520094665,0,1576.005,SELL 🛑,99.29,,
2025-06-06 15:18:11,ETHEREUM,2492.0,19667949291,0,983.397,SELL 🛑,95.63,,
2025-06-06 15:18:13,RIPPLE,2.17,2044048800,0,102.202,SELL 🛑,57.95,,
2025-06-06 15:18:14,SOLANA,149.12,3246744011,0,162.337,SELL 🛑,62.47,,
2025-06-06 15:18:15,MIND (Mind of Pepe),0.002757,737704.14,0,0.037,SELL 🛑,50.0,,
2025-06-06 15:18:16,WEPE (Wall Street Pepe),3.164e-05,143016.69,0,0.007,SELL 🛑,50.0,,
2025-06-06 15:56:50,BITCOIN,104445,30990932304,0,1549.547,📉 Strong Sell,,
2025-06-06 15:56:51,ETHEREUM,2484.52,19237378751,0,961.869,📉 Strong Sell,,
2025-06-06 15:56:53,RIPPLE,2.17,1966873440,0,98.344,🤝 Hold,,
2025-06-06 15:56:54,SOLANA,148.55,3161624162,0,158.081,🤝 Hold,,
2025-06-06 15:56:56,MIND (Mind of Pepe),0.00266,624120.63,0,0.031,🤝 Hold,,
2025-06-06 15:56:57,WEPE (Wall Street Pepe),3.14e-05,144558.86,0,0.007,🤝 Hold,,
2025-06-06 16:18:18,BITCOIN,104340,30592892614,0,1529.645,SELL 🛑,99.18,,
2025-06-06 16:18:20,ETHEREUM,2479.8,18991152958,0,949.558,SELL 🛑,95.17,,
2025-06-06 16:18:22,RIPPLE,2.16,1936553731,0,96.828,SELL 🛑,57.54,,
2025-06-06 16:18:24,SOLANA,148.29,3135073903,0,156.754,SELL 🛑,62.06,,
2025-06-06 16:18:26,MIND (Mind of Pepe),0.002706,612711.44,0,0.031,SELL 🛑,50.0,,
2025-06-06 16:18:28,WEPE (Wall Street Pepe),3.142e-05,144825.39,0,0.007,SELL 🛑,50.0,,
2025-06-06 16:56:59,BITCOIN,104409,29894672481,0,1494.734,📉 Strong Sell,,
2025-06-06 16:57:01,ETHEREUM,2481.38,18382839623,0,919.142,📉 Strong Sell,,
2025-06-06 16:57:03,RIPPLE,2.16,1853393625,0,92.67,🤝 Hold,,
2025-06-06 16:57:05,SOLANA,148.11,3075335084,0,153.767,🤝 Hold,,
2025-06-06 16:57:06,MIND (Mind of Pepe),0.002478,620742.76,0,0.031,🤝 Hold,,
2025-06-06 16:57:08,WEPE (Wall Street Pepe),3.155e-05,136419.93,0,0.007,🤝 Hold,,
2025-06-06 16:58:54,BITCOIN,104405,29885984692,0,1494.299,SELL 🛑,99.09,,
2025-06-06 16:58:54,BITCOIN,104405,29885984692,0,1494.299,SELL 🛑,99.09,,
2025-06-06 16:58:55,ETHEREUM,2480.79,18567600543,0,928.38,SELL 🛑,94.85,,
2025-06-06 16:58:55,ETHEREUM,2480.79,18567600543,0,928.38,SELL 🛑,94.85,,
2025-06-06 16:58:56,RIPPLE,2.16,1870021749,0,93.501,SELL 🛑,57.28,,
2025-06-06 16:58:57,RIPPLE,2.16,1870021749,0,93.501,SELL 🛑,57.28,,
2025-06-06 16:58:58,SOLANA,148.09,3085929822,0,154.296,SELL 🛑,61.88,,
2025-06-06 16:58:58,SOLANA,148.09,3085929822,0,154.296,SELL 🛑,61.88,,
2025-06-06 16:58:59,MIND (Mind of Pepe),0.002494,621609.27,0,0.031,SELL 🛑,50.0,,
2025-06-06 16:58:59,MIND (Mind of Pepe),0.002494,621609.27,0,0.031,SELL 🛑,50.0,,
2025-06-06 16:59:00,WEPE (Wall Street Pepe),3.155e-05,136419.93,0,0.007,SELL 🛑,50.0,,
2025-06-06 16:59:00,WEPE (Wall Street Pepe),3.155e-05,136419.93,0,0.007,SELL 🛑,50.0,,
2025-06-06 17:18:30,BITCOIN,104244,29633646399,0,1481.682,SELL 🛑,99.05,,
2025-06-06 17:18:32,ETHEREUM,2472.83,18223822850,0,911.191,SELL 🛑,94.58,,
2025-06-06 17:18:34,RIPPLE,2.16,1854864642,0,92.743,SELL 🛑,57.23,,
2025-06-06 17:18:36,SOLANA,147.61,3059518347,0,152.976,SELL 🛑,61.78,,
2025-06-06 17:18:38,MIND (Mind of Pepe),0.002456,624182.31,0,0.031,SELL 🛑,50.0,,
2025-06-06 17:18:40,WEPE (Wall Street Pepe),3.129e-05,137418.05,0,0.007,SELL 🛑,50.0,,
2025-06-06 17:57:10,BITCOIN,104390,29078440066,0,1453.922,📉 Strong Sell,,
2025-06-06 17:57:12,ETHEREUM,2474.77,17494531661,0,874.727,📉 Strong Sell,,
2025-06-06 17:57:14,RIPPLE,2.16,1831691341,0,91.585,🤝 Hold,,
2025-06-06 17:57:16,SOLANA,148.19,3004186674,0,150.209,🤝 Hold,,
2025-06-06 17:57:18,MIND (Mind of Pepe),0.00252,616028.59,0,0.031,🤝 Hold,,
2025-06-06 17:57:19,WEPE (Wall Street Pepe),3.134e-05,135568.28,0,0.007,🤝 Hold,,
2025-06-06 17:59:02,BITCOIN,104445,29156211164,0,1457.811,SELL 🛑,98.98,,
2025-06-06 17:59:02,BITCOIN,104445,29156211164,0,1457.811,SELL 🛑,98.98,,
2025-06-06 17:59:04,ETHEREUM,2475.6,17488036695,0,874.402,SELL 🛑,93.96,,
2025-06-06 17:59:04,ETHEREUM,2475.6,17488036695,0,874.402,SELL 🛑,93.96,,
2025-06-06 17:59:06,RIPPLE,2.16,1827078687,0,91.354,SELL 🛑,57.12,,
2025-06-06 17:59:06,RIPPLE,2.16,1827078687,0,91.354,SELL 🛑,57.12,,
2025-06-06 17:59:08,SOLANA,148.29,3002236434,0,150.112,SELL 🛑,61.56,,
2025-06-06 17:59:09,SOLANA,148.29,3002236434,0,150.112,SELL 🛑,61.56,,
2025-06-06 17:59:10,MIND (Mind of Pepe),0.002523,615549.82,0,0.031,SELL 🛑,50.0,,
2025-06-06 17:59:10,MIND (Mind of Pepe),0.002523,615549.82,0,0.031,SELL 🛑,50.0,,
2025-06-06 17:59:12,WEPE (Wall Street Pepe),3.144e-05,135837.94,0,0.007,SELL 🛑,50.0,,
2025-06-06 17:59:12,WEPE (Wall Street Pepe),3.144e-05,135837.94,0,0.007,SELL 🛑,50.0,,
2025-06-06 18:18:42,BITCOIN,104520,29017323086,0,1450.866,SELL 🛑,98.96,,
2025-06-06 18:18:44,ETHEREUM,2478.56,17360575629,0,868.029,SELL 🛑,93.84,,
2025-06-06 18:18:46,RIPPLE,2.17,1811366659,0,90.568,SELL 🛑,57.06,,
2025-06-06 18:18:48,SOLANA,148.52,2999715572,0,149.986,SELL 🛑,61.56,,
2025-06-06 18:18:52,MIND (Mind of Pepe),0.002487,619034.31,0,0.031,SELL 🛑,50.0,,
2025-06-06 18:18:53,WEPE (Wall Street Pepe),3.142e-05,135668.99,0,0.007,SELL 🛑,50.0,,
