timestamp,coin,price,volume,sentiment,score,action,confidence,future_price,result
2025-06-05 06:43:56,BITCOIN,105639.0,22982131671.0,0,1149.107,SELL 🛑,100.0,2624.51,LOSE
2025-06-05 06:43:57,ETHEREUM,2624.51,17628511502.0,0,881.426,SELL 🛑,100.0,2.22,LOSE
2025-06-05 06:43:59,RIPPLE,2.22,1710129400.0,0,85.506,SELL 🛑,100.0,153.83,WIN
2025-06-05 06:44:00,SOLANA,153.83,3310043131.0,0,165.502,SELL 🛑,100.0,0.00375,LOSE
2025-06-05 06:44:01,MIND (Mind of Pepe),0.00375,2120522.44,0,0.106,SELL 🛑,54.47,2.986e-05,LOSE
2025-06-05 06:44:03,WEPE (Wall Street Pepe),2.986e-05,252317.32,0,0.013,BUY 🚀,100.0,105639.0,WIN
2025-06-05 06:44:26,BITCOIN,105639.0,22982131671.0,0,1149.107,SELL 🛑,100.0,2624.51,LOSE
2025-06-05 06:44:27,ETHEREUM,2624.51,17628511502.0,0,881.426,SELL 🛑,100.0,2.22,LOSE
2025-06-05 06:44:29,RIPPLE,2.22,1710129400.0,0,85.506,SELL 🛑,100.0,153.83,WIN
2025-06-05 06:44:31,SOLANA,153.83,3310043131.0,0,165.502,SELL 🛑,100.0,0.00376,LOSE
2025-06-05 06:44:32,MIND (Mind of Pepe),0.00376,2120230.94,0,0.106,SELL 🛑,54.39,2.986e-05,LOSE
2025-06-05 06:44:33,WEPE (Wall Street Pepe),2.986e-05,252317.32,0,0.013,BUY 🚀,100.0,105610.0,WIN
2025-06-05 06:45:39,BITCOIN,105610.0,23002058272.0,0,1150.103,SELL 🛑,100.0,2623.65,LOSE
2025-06-05 06:45:40,ETHEREUM,2623.65,17638071863.0,0,881.904,SELL 🛑,100.0,2.22,LOSE
2025-06-05 06:45:42,RIPPLE,2.22,1709116352.0,0,85.456,SELL 🛑,100.0,153.77,WIN
2025-06-05 06:45:43,SOLANA,153.77,3309728749.0,0,165.486,SELL 🛑,100.0,0.003753,LOSE
2025-06-05 06:45:44,MIND (Mind of Pepe),0.003753,2119537.01,0,0.106,SELL 🛑,54.21,2.983e-05,LOSE
