timestamp,coin,price,volume,sentiment,score,action,future_price,result
2025-06-04 18:50:24,WEPE (Wall Street Pepe),3.17e-05,225740.3,0,0.011,SELL 🛑,3.163e-05,WIN
2025-06-04 18:55:27,RIPPLE,2.21,1675255861.0,0,83.763,HOLD ⏸️,,
2025-06-04 18:55:28,SHIBA-INU,1.284e-05,129900816.0,0,6.495,HOLD ⏸️,,
2025-06-04 18:55:30,FLOKI,8.219e-05,73528050.0,0,3.676,HOLD ⏸️,,
2025-06-04 18:55:31,PEANUT,0.00284482,106621.0,0,0.005,HOLD ⏸️,,
2025-06-04 18:55:33,MIND (Mind of Pepe),0.003032,2441388.93,0,0.122,SELL 🛑,0.003013,WIN
2025-06-04 18:55:34,WEPE (Wall Street Pepe),3.163e-05,225849.14,0,0.011,SELL 🛑,3.164e-05,LOSE
2025-06-04 19:00:36,RIPPLE,2.2,1675958210.0,0,83.798,HOLD ⏸️,,
2025-06-04 19:00:38,SHIBA-INU,1.284e-05,127930575.0,0,6.397,HOLD ⏸️,,
2025-06-04 19:00:39,FLOKI,8.222e-05,73441933.0,0,3.672,HOLD ⏸️,,
2025-06-04 19:00:41,PEANUT,0.0028448,106620.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:00:42,MIND (Mind of Pepe),0.003013,2440172.58,0,0.122,SELL 🛑,0.00318,LOSE
2025-06-04 19:00:43,WEPE (Wall Street Pepe),3.164e-05,225934.1,0,0.011,SELL 🛑,3.162e-05,WIN
2025-06-04 19:05:45,RIPPLE,2.2,1670725297.0,0,83.536,HOLD ⏸️,,
2025-06-04 19:05:47,SHIBA-INU,1.285e-05,127210938.0,0,6.361,HOLD ⏸️,,
2025-06-04 19:05:48,FLOKI,8.225e-05,73457906.0,0,3.673,HOLD ⏸️,,
2025-06-04 19:05:50,PEANUT,0.00284567,106306.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:05:51,MIND (Mind of Pepe),0.00318,2446286.72,0,0.122,SELL 🛑,0.00318,LOSE
2025-06-04 19:05:52,WEPE (Wall Street Pepe),3.162e-05,226304.55,0,0.011,SELL 🛑,3.164e-05,LOSE
2025-06-04 19:10:54,RIPPLE,2.21,1661373316.0,0,83.069,HOLD ⏸️,,
